transType,value,input,context
Payment,36018.7722,,"133,5600.362330827076,485286,19535.79190285723"
Payment,831.5864999999999,,"133,12433.80481203008,485290,19535.70800552241"
Payment,4640.085000000001,,"133,5600.362330827076,485286,19535.79190285723"
New-Order,6581.478340197598,"4,1,2675,0,2010,10,11107,5,17242,7,11085,3,10970,9","131,12289.81473282443,485293,19535.684339007512"
Payment,2148.0066,,"132,12522.667121212125,485290,19535.70800552241"
New-Order,15895.40740642512,"8,5,2591,0,12765,7,12766,7,13014,8,13012,2,2853,7,2470,6","131,12289.81473282443,485293,19535.684339007512"
New-Order,27088.59305268396,"15,5,455,0,19738,2,2596,9,17834,5,9246,8,10148,3,2790,4,2974,3,10654,9,19838,3,5934,2,17878,4,9626,3,9662,7,7425,5,2957,3","131,12289.81473282443,485293,19535.684339007512"
Stock-Level,5467.161,"8,6","111,2310.6625225225325,485217,19537.6414902404"
New-Order,871.8200126848801,"1,7,2155,0,25478,9,25554,2,23368,2,56230,5,28496,10,51212,3","130,12376.454461538464,485294,19535.64619916993"
Payment,3973.5198,,"129,12427.988992248065,485295,19535.61774813252"
Payment,1406.5569,,"131,12800.145877862597,485296,19535.582957493923"
New-Order,9966.805855653358,"4,5,2511,0,13268,5,11932,2,1926,8,1814,10,1940,1,13726,3,2447,6,13534,2","130,12430.625692307694,485295,19535.61774813252"
New-Order,288.84256360092,"8,5,1663,0,78903,7,95307,4,62214,1,63493,7,88149,4,97350,3","130,12592.461153846156,485296,19535.582957493923"
New-Order,1983.9119284403998,"3,3,2905,0,53265,2,48484,9,46317,9,36858,3,23206,8,52934,1,32596,6,48380,8,44694,8,24390,10","129,12506.430077519382,485296,19535.582957493923"
New-Order,5897.8172337448,"15,10,1367,0,55313,8,39892,9,35601,6,40057,5,57042,5,48614,9,40938,8,32148,10,30710,6,39478,10,29908,4,38095,5,21461,7,57365,7,30962,7","131,12800.145877862597,485296,19535.582957493923"
Payment,16263.5445,,"132,12716.933712121212,485296,19535.582957493923"
Payment,1371.2409000000002,,"131,12919.92854961832,485298,19535.516134436926"
New-Order,582.6514899164399,"8,9,2431,0,77906,3,72720,6,66646,4,74710,2,68436,7,89170,4,95230,10","130,12861.485999999999,485298,19535.516134436926"
New-Order,1766.3649932608407,"13,2,1627,0,26388,8,36373,1,22268,4,46870,2,32789,5,32240,3,49171,6,56560,8,38162,5,21453,3,46038,1,32435,10,22062,3,25553,3,39426,9","130,12861.485999999999,485298,19535.516134436926"
Payment,16297.143300000002,,"134,12712.315970149255,485298,19535.516134436926"
New-Order,3270.3202622474996,"8,2,2287,0,54930,2,48403,9,48851,5,22246,2,40860,2,57366,8,40726,5,55229,1,48074,8,56214,10,32500,10,22948,7","132,12825.88143939394,485298,19535.516134436926"
New-Order,414.99216760364993,"1,2,1903,0,86608,3,72257,10,75731,10,80530,1,70724,5,60166,6","133,12656.931503759399,485299,19535.517253198486"
New-Order,1791.8641703054402,"13,2,2559,0,58646,5,31730,8,21909,9,56324,3,30728,6,30734,7,25557,1","134,12587.866119402986,485300,19535.48048701828"
New-Order,864.18950927778,"8,9,1659,0,87637,10,64886,7,72787,3,86543,1,65534,10,95122,3,76885,10","134,12468.64679104478,485301,19535.481691321413"
New-Order,1551.5965351151997,"4,5,1895,0,72662,10,70070,10,64398,9,81748,8,97254,5,92182,6,97102,1,80950,9,65554,2,80718,4,63606,5","133,12650.20165413534,485300,19535.48048701828"
New-Order,3478.6255541016003,"8,5,2227,0,32534,9,22866,5,40924,3,25558,4,56851,2,29702,2,38654,8,35926,8,38801,1,43538,10,48150,4,48372,6,54742,10,57087,5,40966,8","133,12650.20165413534,485300,19535.48048701828"
Payment,3069.3249,,"133,12757.78045112782,485298,19535.516134436926"
Payment,28545.768900000003,,"133,12531.234060150378,485301,19535.481691321413"
New-Order,929.6286197519998,"1,1,2674,0,64517,9,78930,9,72774,3,80724,6,88405,10,80982,3,88978,5,91202,3,80976,6,97365,3","135,12381.257333333337,485301,19535.481691321413"
Stock-Level,3631.8940000000002,"6,6","111,1910.7268468468574,485219,19537.65687011427"
New-Order,1763.6213120568002,"8,8,1628,0,57222,9,25412,3,24517,4,56324,6,40850,8,45894,3,32758,5,26646,9","138,12150.696666666669,485301,19535.481691321413"
Payment,3480.7644000000005,,"139,12098.55784172662,485301,19535.481691321413"
New-Order,1558.7764776102401,"13,9,1018,0,56818,1,46866,6,49174,6,30611,10,38734,1,54800,10,54654,7","136,12306.66529411765,485301,19535.481691321413"
Payment,2878.6103999999996,,"138,11913.405217391306,485303,19535.48160893292"
Payment,633.582,,"138,12150.696666666669,485301,19535.481691321413"
New-Order,898.2727999249199,"8,4,2153,0,48080,2,48555,4,48852,6,32533,6,48390,7","138,11902.626231884058,485304,19535.450209559312"
Payment,477.47880000000004,,"137,11990.281459854015,485303,19535.48160893292"
New-Order,11891.434082371828,"6,2,1547,0,17812,10,1370,8,2850,4,11122,8,12253,1,13790,5","138,11895.268623188405,485305,19535.41727849491"
New-Order,3519.64500606208,"8,7,579,0,57030,9,39058,5,55254,5,59841,9,56214,9,27604,4,25506,6,49110,4,20782,8,47818,2,28692,3,27462,7,40524,9,26629,6,59248,3","138,11902.626231884058,485304,19535.450209559312"
New-Order,21150.256938355436,"4,10,423,0,1925,9,9181,2,7126,4,11086,9,13758,1,12380,1,17133,4,9689,9,13278,8,2981,8,1174,9,10702,7","137,11976.956861313867,485306,19535.378475271216"
Payment,936.3519000000001,,"138,11913.405217391306,485303,19535.48160893292"
Payment,1460.0412000000001,,"137,11982.91715328467,485307,19535.339436274302"
New-Order,26399.183836798078,"8,3,1490,0,13646,4,17444,6,13773,2,1702,6,1030,10,2972,6,2694,4,6566,6,13638,10,9685,6,12758,4,17821,4,15830,4","139,11986.530431654675,485307,19535.339436274302"
Payment,20404.499399999997,,"140,12127.577785714286,485307,19535.339436274302"
New-Order,864.7408416292798,"6,3,2431,0,85078,9,65174,10,76802,2,80846,6,70917,4,72774,7,96334,3,64694,5,80881,7,88381,8,79010,1,65550,7,78422,6,96979,10,88662,6","138,12033.89724637681,485307,19535.339436274302"
New-Order,1449.1911630335999,"8,5,1643,0,40429,7,48522,4,32203,7,27256,7,56086,4,25494,4","138,12281.901304347826,485309,19535.265025602188"
Payment,1750.1265,,"139,11835.25834532374,485304,19535.450209559312"
New-Order,1957.2063275688,"8,1,2140,0,48638,6,54767,2,37620,5,45582,6,20891,5,39830,6,31254,1,22732,7,35838,10","139,12440.505467625899,485309,19535.265025602188"
Payment,2310.5493,,"139,12269.677194244605,485310,19535.276678926813"
New-Order,10749.25178191872,"4,3,2427,0,2982,7,11486,1,19910,1,12761,3,19462,5,13534,9,7134,8,17410,1,2982,5","138,12348.112463768117,485310,19535.276678926813"
New-Order,1598.0670252753503,"13,2,2166,0,32598,2,25429,2,32402,8,32358,7,56329,9,38893,1,44557,3,27509,2,32274,1,36182,1,40683,6","139,12267.524028776981,485311,19535.24087791122"
New-Order,815.6226437112599,"8,3,2671,0,61255,9,97206,5,97341,4,94419,1,97062,4,95190,5,61108,9,95124,8,62226,4,80382,4,76561,9","140,12200.785428571431,485311,19535.24087791122"
Payment,568.0854,,"140,12195.332071428573,485310,19535.276678926813"
New-Order,14091.03817954686,"4,6,551,0,13022,9,2932,8,11738,9,7541,9,2790,3,1428,3","140,12297.614642857148,485312,19535.206502682755"
Delivery,3207.6175000000003,"13,0,0","141,12227.41971631206,485312,19535.206502682755"
Payment,2238.0867,,"140,12297.614642857148,485312,19535.206502682755"
New-Order,1289.31110043456,"8,7,1135,0,63963,7,72470,3,97362,10,61349,10,95506,3,72789,2,88918,2,60915,1,97206,4,61302,1,65302,5,62742,4,78149,9,64270,1,72465,8","141,12231.593829787236,485313,19535.167695013264"
New-Order,3401.8153288641192,"4,7,2671,0,26068,1,46070,2,38418,10,31702,10,29574,6,57366,10,44630,8,22742,5,53270,2,36368,7,49030,5,20774,5,47506,2","142,12332.211549295776,485313,19535.167695013264"
New-Order,600.6049047998999,"8,3,1151,0,80910,5,72710,4,72726,5,65334,3,65454,2,73795,5,89158,9,70710,2,89166,4,88882,1,95282,8,75506,7,68886,4,65522,4","142,12332.211549295776,485313,19535.167695013264"
New-Order,759.9923102226,"13,1,549,0,88654,1,60949,6,78549,4,80979,9,64273,10,89988,9,94758,10","142,12332.211549295776,485313,19535.167695013264"
Order-Status,36215.11,"13,2,2300,null","145,12113.992482758622,485314,19535.133135742988"
Payment,32388.5385,,"143,12267.121678321679,485314,19535.133135742988"
Payment,40978.30500000001,,"142,12323.851126760565,485314,19535.133135742988"
New-Order,21333.784210666192,"6,8,1151,0,13270,9,11584,5,9684,2,13772,10,13534,6,9125,1,13323,7,2917,2,17342,5,2848,7,13762,6,11641,4,15560,8,11481,3,8285,4","141,12400.077801418442,485314,19535.133135742988"
New-Order,2823.4680964875,"8,3,2510,0,47486,2,25549,5,25486,8,51944,4,24021,9,32275,10,24182,3,38418,8,32739,9,40950,7,32717,5","144,12190.90451388889,485314,19535.133135742988"
Payment,1708.7678999999998,,"145,12113.992482758622,485314,19535.133135742988"
Payment,15404.7177,,"144,11920.437916666668,485315,19535.175274800848"
Payment,28246.538700000005,,"143,11650.017902097901,485316,19535.239264705826"
Payment,1107.8613,,"144,11823.992083333333,485316,19535.239264705826"
New-Order,586.2187424217599,"8,7,2286,0,84935,9,88660,7,80275,6,71490,10,70445,8,72706,9,86017,2,75716,2,79789,1","142,11625.606197183099,485319,19535.23389568505"
Payment,3386.8125,,"143,11788.17027972028,485318,19535.202293650706"
Payment,463.58729999999997,,"141,11698.357092198581,485320,19535.1964616129"
New-Order,848.7568407554601,"8,4,1624,0,68117,8,83922,1,96340,1,88098,9,68296,4,65540,2,96330,1,65972,9,65244,2,96974,6,69846,9","142,11622.86204225352,485320,19535.1964616129"
Payment,841.3469999999999,,"140,11754.948785714285,485322,19535.125752242784"
New-Order,1690.7455683439996,"6,9,967,0,49106,10,32277,6,32784,3,47990,7,57006,3,46962,8,44558,10,56981,1,49173,1","140,11754.948785714285,485322,19535.125752242784"
Delivery,15474.254999999994,"8,0,0","141,11678.552411347517,485322,19535.125752242784"
Payment,20358.936899999997,,"141,11691.953971631207,485323,19535.087640663998"
New-Order,9137.138097978239,"4,1,2425,0,8522,9,9654,1,12610,10,2396,4,13492,10,9694,7,4246,4,9367,5","140,11754.551357142856,485323,19535.087640663998"
Delivery,3878.5325,"8,0,0","141,11691.953971631207,485323,19535.087640663998"
Stock-Level,2138.9830000000006,"15,9","114,2397.3762280701862,485240,19536.953340676733"
Payment,29323.0287,,"141,11660.439929078015,485324,19535.09917811601"
Payment,27838.0719,,"140,11595.935857142857,485324,19535.09917811601"
Payment,32237.3196,,"141,11660.439929078015,485324,19535.09917811601"
New-Order,1166.9825067588802,"8,8,1919,0,38926,6,33366,2,56422,3,30609,9,20438,2,46598,1,58892,8","141,11660.439929078015,485324,19535.09917811601"
Payment,3357.0773999999997,,"139,11320.523525179857,485326,19535.16408100941"
New-Order,692.2625478299998,"6,9,495,0,62994,8,80818,4,78646,4,91734,5,88886,9,88630,6,69685,2,89166,3,75468,3,80946,5,65550,4,64534,7,96854,8,72278,4,68428,1","139,11320.523525179857,485326,19535.16408100941"
New-Order,3459.5384490379997,"15,9,2651,0,25302,10,21968,7,34054,10,23503,10,32758,10,32534,1,56597,9,36717,10,57181,1","138,11114.1565942029,485327,19535.205834293112"
New-Order,1767.1649109603995,"6,4,446,0,40812,6,49142,1,48872,3,39956,9,32274,3,25467,5,22864,10,23244,4,45014,1,40950,7,57030,10,36760,1","139,11025.346690647484,485328,19535.174122407887"
New-Order,1512.6072448340697,"4,10,2799,0,28406,3,48150,5,32693,1,47105,7,59414,7,40846,9","138,11096.459710144929,485328,19535.174122407887"
Stock-Level,4757.206999999999,"3,9","116,3765.72301724139,485257,19536.44003544508"
Stock-Level,6484.212,"6,8","114,2328.397894736853,485245,19536.85398753202"
New-Order,18757.475496763705,"15,3,1405,0,2838,4,2470,7,19902,4,2500,1,2469,9,13406,9,1958,8,13650,3","140,10977.713500000003,485328,19535.174122407887"
New-Order,606.7626788008798,"6,1,155,0,71102,2,87105,5,87098,4,72354,3,72150,9,64518,10,71534,6","141,10923.277943262416,485328,19535.174122407887"
New-Order,3233.438891585279,"3,7,2687,0,49156,9,58110,6,57306,10,32763,6,57325,8,32770,6,56982,10,54723,5,23949,7","142,10861.684507042259,485328,19535.174122407887"
Payment,736.7435999999999,,"142,10861.684507042259,485328,19535.174122407887"
Payment,31424.571000000004,,"143,10975.681328671333,485328,19535.174122407887"
New-Order,1564.0125826592398,"6,1,2670,0,32619,5,40978,4,57301,8,40948,5,49162,8,25302,8,25460,1,57300,9,36758,6,48334,4,24885,1,22870,7","144,10905.541458333339,485328,19535.174122407887"
Payment,1206.171,,"145,10858.235793103453,485328,19535.174122407887"
New-Order,830.4582724502399,"4,4,643,0,89158,6,72758,4,88022,8,80720,6,97332,7,71942,10,89086,2,97358,7,72790,6,84000,7,75844,3,88393,9,72662,6","144,10927.32381944445,485329,19535.135745113057"
Payment,40686.00030000001,,"143,10759.569510489517,485330,19535.16743706339"
Stock-Level,6436.451,"15,2","113,2044.8616814159398,485245,19536.85398753202"
New-Order,623.2982968799998,"3,7,2605,0,72598,10,89044,4,80884,10,68621,3,71748,2,69708,1","143,10775.089370629377,485331,19535.13025405337"
New-Order,2555.397515921249,"6,3,1113,0,23766,9,44050,2,25430,9,26566,5,54805,6,25029,1,25542,10,39995,9,40406,8,57078,2","143,10775.089370629377,485331,19535.13025405337"
New-Order,1256.3519962270195,"4,1,687,0,40979,4,32786,2,32568,9,32524,4,28618,4,41811,8","144,10714.568194444451,485331,19535.13025405337"
Order-Status,1272.2199999999998,"4,9,1222,null","146,10265.144863013704,485332,19535.19349838868"
New-Order,1212.2854324979999,"15,6,1326,0,45078,6,47090,9,40913,9,28676,3,46611,7,27658,4,49094,8","143,10438.239090909097,485332,19535.19349838868"
New-Order,621.7790413234397,"15,1,182,0,72662,10,66581,10,89075,7,63499,1,63314,7,80975,7,72534,3,80982,9","143,10438.239090909097,485332,19535.19349838868"
Payment,783.4238999999999,,"146,10265.144863013704,485332,19535.19349838868"
New-Order,1226.4262206069998,"6,5,1646,0,26630,2,30158,3,40470,3,32593,1,39920,1,28934,2,57350,5,23352,9","146,10265.144863013704,485332,19535.19349838868"
New-Order,22713.360274085244,"3,7,453,0,2946,2,2454,1,17886,8,9694,6,2702,7,19573,2,9118,10,12733,3,12701,4,13778,5,17360,2,9894,7,19926,6,2950,4,9546,5","146,10265.144863013704,485332,19535.19349838868"
Payment,3057.0939,,"147,10214.809591836742,485332,19535.19349838868"
Payment,427.21829999999994,,"148,10154.153581081087,485332,19535.19349838868"
New-Order,10786.219648891469,"6,6,454,0,2470,6,13629,7,1956,1,2402,8,11700,9,15814,8","148,10158.00432432433,485333,19535.155240113436"
Payment,1542.5235,,"147,10473.645102040824,485335,19535.08360157412"
New-Order,1052.146536014,"15,9,1655,0,96588,4,80978,4,72693,7,96342,1,72726,6,93014,5,76803,2,70229,10,78374,7,88918,5,71189,8,60693,1","147,10473.645102040824,485335,19535.08360157412"
Payment,3569.337900000001,,"149,10361.92919463088,485333,19535.155240113436"
Payment,2544.777,,"148,10528.93662162163,485335,19535.08360157412"
New-Order,781.8119671231799,"15,5,1067,0,80898,1,86964,3,60046,8,88582,10,63494,1,87632,3,96178,8,80598,6,64982,9","148,10525.621418918925,485336,19535.047274712728"
New-Order,2186.3332500625,"15,1,1500,0,28629,3,55053,1,49013,5,22319,2,23429,9,51221,1,31630,7,40980,5,28694,4,47080,9,39934,6,27284,4,25060,2","147,10587.607278911571,485336,19535.047274712728"
Order-Status,456.3,"6,6,0,ESEESEOUGHT","146,10618.107397260279,485338,19534.98232656412"
New-Order,16990.089931666742,"3,2,631,0,2950,4,5910,3,2785,2,9438,9,12510,2,7030,6,2770,2,15836,9,9882,9","147,10567.247482993203,485337,19535.016103676364"
New-Order,2078.00662241088,"15,7,1215,0,36852,8,56298,5,48642,10,50180,6,25135,3,49174,7,32786,2,56850,8","148,10505.948581081086,485338,19534.98232656412"
New-Order,2973.766129481699,"6,9,2030,0,43030,9,46834,8,48742,5,47492,8,32258,5,55984,1,52928,8,32790,3,31670,10,26569,10,49922,2,53262,8","148,10505.948581081086,485338,19534.98232656412"
Order-Status,1917.0900000000001,"6,9,0,EINGOUGHTESE","151,10510.075364238415,485338,19534.98232656412"
New-Order,10455.566004423537,"3,10,1663,0,1682,9,2468,1,13732,9,2430,7,12602,9","149,10602.633422818795,485338,19534.98232656412"
Payment,981.5175,,"147,10553.352993197283,485338,19534.98232656412"
Payment,688.6701,,"150,10551.880733333337,485338,19534.98232656412"
New-Order,22761.258206515915,"6,5,165,0,12634,5,2662,2,2946,7,13462,8,2978,1,9887,5,19934,6,17294,3,12638,4,11174,4,19462,4,17814,4","151,10510.075364238415,485338,19534.98232656412"
Payment,1240.0209000000002,,"152,10538.047828947372,485338,19534.98232656412"
Order-Status,111.81000000000002,"3,4,0,ANTICALLYATION","150,10860.304400000003,485341,19534.86897925371"
New-Order,1085.4316814417998,"15,8,1069,0,80978,1,88653,10,80648,7,64754,4,65426,2,96942,4,79406,8,72406,5,88434,3,97302,2,64406,10,72596,7,72182,6,72771,3","150,10664.808733333335,485340,19534.90607485469"
New-Order,2894.5515103713597,"15,7,1655,0,42498,4,28626,4,43957,6,26374,9,40790,6,30498,9,58774,9,52246,3,29524,2,56084,10","151,10599.811390728479,485339,19534.94457309216"
Order-Status,1862.6000000000001,"15,3,2681,null","151,10798.735033112585,485341,19534.86897925371"
Payment,3181.1049000000007,,"150,10860.304400000003,485341,19534.86897925371"
Payment,749.0070000000002,,"152,10754.58421052632,485341,19534.86897925371"
Payment,557.109,,"152,10754.58421052632,485341,19534.86897925371"
Payment,1118.9016000000001,,"151,10799.798079470205,485342,19534.83682135479"
New-Order,222.25357707839999,"15,7,2405,0,72759,3,92714,7,74798,6,60370,3,77830,3","150,10865.632066666672,485343,19534.798477056385"
New-Order,8734.310417678156,"15,7,2844,0,5798,10,8030,8,19478,2,19870,7,1826,7,8262,5","149,10934.401342281886,485344,19534.759503074063"
New-Order,248.49569128649995,"3,10,1613,0,92852,1,84718,3,94191,7,84638,3,72624,6","148,10998.948918918926,485345,19534.722099990682"
New-Order,479.2908669376099,"15,3,1342,0,64886,5,93170,8,91061,5,94930,2,72733,5,66514,3,81494,5,72530,5","149,10928.369664429538,485345,19534.722099990682"
Delivery,7933.910000000001,"15,0,0","152,10852.821513157902,485345,19534.722099990682"
Payment,886.518,,"150,10988.175266666674,485345,19534.722099990682"
Payment,33032.07,,"152,10852.821513157902,485345,19534.722099990682"
Payment,1498.6619999999998,,"152,10852.821513157902,485345,19534.722099990682"
Stock-Level,4257.484,"11,5","117,4167.035470085479,485278,19535.942341111637"
Payment,474.6033,,"150,10746.277000000007,485347,19534.719252287494"
New-Order,2924.6493117441596,"15,4,451,0,54213,6,57110,3,28694,10,32530,9,32786,1,40341,1,28693,7,54468,2,24149,1,40341,6,30230,8,23212,9,38741,10,40901,3,51658,5","150,10746.277000000007,485347,19534.719252287494"
New-Order,3085.583841571839,"15,7,1085,0,48850,6,24531,6,49150,8,38386,7,24528,8,20724,9,52237,7,25425,9,21313,6,39885,2","149,10807.223959731551,485348,19534.682434294522"
New-Order,586.18564596732,"11,1,1333,0,86996,5,63302,10,80981,8,88813,3,72534,5","149,10807.223959731551,485348,19534.682434294522"
Payment,2368.5372,,"148,10876.286756756765,485349,19534.643392795653"
New-Order,2455.959324552299,"15,6,2686,0,35347,8,32781,7,32658,6,39489,6,34582,4,45066,5,43022,7,24662,1,40466,4,45009,7,32406,3,49174,3,45058,9","149,10836.32697986578,485349,19534.643392795653"
Delivery,16111.05,"11,0,0","151,10724.264966887426,485349,19534.643392795653"
Payment,395.08559999999994,,"151,10734.966490066234,485350,19534.609168991406"
Payment,31095.956700000002,,"150,10790.832533333341,485349,19534.643392795653"
Payment,3971.7540000000004,,"151,10734.966490066234,485350,19534.609168991406"
New-Order,1719.3893467057999,"15,4,1625,0,40052,1,40950,1,20939,4,32790,3,31706,3,25554,6,26102,7,40768,8,40913,3,22485,7,40918,7","150,10803.28120000001,485351,19534.56992553838"
New-Order,2439.5794724244993,"15,10,503,0,40966,7,40466,7,47053,4,56774,2,34810,3,51092,10,54997,2,31442,10,56934,7,40854,1,57362,3,32107,1,56717,8,48150,3,32788,3","149,10618.134966442964,485352,19534.60877466247"
Stock-Level,25552.575999999997,"8,3","131,12289.81473282443,485293,19535.684339007512"
New-Order,711.1342265171199,"11,9,1790,0,96801,5,70226,4,78934,4,80212,7,70130,6,84565,4,64485,4,60164,5","148,10656.748040540551,485353,19534.578629162646"
Payment,2198.0322,,"149,10607.393959731555,485353,19534.578629162646"
Payment,1418.301,,"150,10567.184333333344,485353,19534.578629162646"
Payment,2314.6965000000005,,"150,10567.184333333344,485353,19534.578629162646"
Payment,2803.6125000000006,,"151,10503.468145695375,485353,19534.578629162646"
Stock-Level,5443.123,"4,2","132,12551.478106060611,485289,19535.740424674725"
Payment,3908.0069999999996,,"149,10615.665637583901,485355,19534.506971000563"
Payment,3815.197200000001,,"149,10615.665637583901,485355,19534.506971000563"
Payment,299.754,,"148,10668.084662162171,485356,19534.472610949444"
Stock-Level,4969.5239999999985,"13,9","132,4992.965833333341,485283,19535.90669638123"
Payment,28218.350700000003,,"145,10799.17558620691,485359,19534.378644735094"
New-Order,1551.0911580233999,"8,5,2653,0,44947,2,37380,10,57356,8,40470,5,31346,4,56692,7,39302,5","144,10871.856944444458,485360,19534.339083752224"
New-Order,934.8876482345399,"15,5,709,0,76261,1,75852,6,88680,10,80323,10,68434,10,65414,9,75582,10,60950,4,88906,5,88854,5,72786,3,88150,7,63883,4","144,10871.856944444458,485360,19534.339083752224"
Payment,727.7283,,"147,10717.11074829933,485357,19534.439494660586"
Order-Status,1859.6600000000003,"8,2,0,OUGHTATIONCALLY","144,10647.993333333348,485361,19534.370613131214"
New-Order,1241.3552833090498,"13,1,1276,0,57104,1,32662,6,48910,3,44662,6,52211,1,23998,1,42509,3,32213,4,40850,6,22993,6,28436,3","144,10871.856944444458,485360,19534.339083752224"
New-Order,2607.6511711835196,"15,4,2671,0,23350,2,25553,9,55572,3,24458,6,48888,9,42550,1,24533,10,49167,10,25558,9,49098,9,47092,9","143,10704.26524475526,485361,19534.370613131214"
Payment,1469.7044999999998,,"144,10652.337152777793,485362,19534.332217169824"
Payment,787.986,,"144,10652.337152777793,485362,19534.332217169824"
New-Order,730.5814548267199,"13,2,863,0,89169,3,83910,6,65110,9,71238,7,93002,9,75310,1,86980,6,64805,3,76586,3","145,10594.755862068982,485362,19534.332217169824"
New-Order,455.95818421439986,"15,9,698,0,96198,5,91606,9,80710,1,64244,4,68678,1,62966,6,63477,4,83766,4,87985,9,80878,9,99325,6","145,10613.944206896569,485363,19534.29570865513"
Payment,813.1832999999999,,"145,10585.068827586221,485361,19534.370613131214"
New-Order,1955.3710236479997,"8,8,447,0,47094,4,40627,2,48917,1,38934,8,56300,2,48650,10,40278,5,36882,7,30996,10","145,10613.944206896569,485363,19534.29570865513"
New-Order,3741.7732698931204,"4,3,2493,0,40904,5,44885,10,59138,9,36883,4,36622,1,36225,5,48118,6,31110,9,40950,1,40966,4,40897,4,27732,4,52245,4,49037,7,45014,5","144,10681.572013888906,485364,19534.2572658458"
Stock-Level,6803.1460000000025,"3,8","137,11990.281459854015,485303,19535.48160893292"
Payment,3219.4016999999994,,"145,10614.863793103465,485364,19534.2572658458"
New-Order,386.50938378052,"15,1,1595,0,95308,3,97334,3,95316,1,76374,4,80791,5,97365,2,88518,9,65045,2,88528,8,88629,5,80462,5,80879,4","146,10548.211849315085,485364,19534.2572658458"
New-Order,1034.61798679512,"8,1,2615,0,65558,9,75862,1,88908,9,91214,8,79948,9,79574,8,94322,2","146,10559.921232876726,485365,19534.21908771745"
New-Order,698.9102200439797,"15,6,2943,0,99460,7,72262,10,84978,2,79301,3,65235,9,96214,8,79942,4,64402,7,62517,1,85697,4,97110,10","145,10614.034482758636,485365,19534.21908771745"
New-Order,1044.7961636532,"4,2,2678,0,48918,8,38795,2,36874,2,28674,10,25032,1,48150,6","147,10521.342448979607,485365,19534.21908771745"
Stock-Level,5397.469,"1,2","139,12206.510071942446,485308,19535.301564758818"
New-Order,527.6264163660001,"13,7,1655,0,64149,9,65102,2,70654,1,72055,10,65097,8,72214,8,64788,1,88534,9,72371,8","146,10566.1833561644,485366,19534.187030158646"
New-Order,2554.3284326994,"15,8,1658,0,48906,6,36869,1,57238,5,25160,8,56324,1,48002,10,22734,7,57110,10,49174,1,36886,7,23126,3,56276,1,23414,7,47636,8","147,10499.700000000015,485366,19534.187030158646"
New-Order,385.52902545429987,"15,6,197,0,64272,2,72210,10,76875,10,72645,8,63494,1,80902,10","149,10374.36315436243,485366,19534.187030158646"
Payment,30141.736199999992,,"148,10437.060270270285,485366,19534.187030158646"
New-Order,508.8237531955199,"4,3,1407,0,63377,6,72790,1,82966,6,96070,2,81557,3,88484,6,82244,7,65533,8,94802,2,79940,7,70642,6,75686,5,95567,1","150,10316.535600000014,485366,19534.187030158646"
Stock-Level,6378.967000000003,"15,7","137,11982.91715328467,485307,19535.339436274302"
New-Order,1163.23476123582,"13,1,2683,0,61452,6,65551,2,88302,4,72383,8,89174,5,69462,9,80910,7,86485,1,68692,8,78678,7,63892,10","151,10254.771788079484,485366,19534.187030158646"
New-Order,522.42825415494,"15,5,438,0,72782,2,62349,7,97206,8,96338,5,96310,2,79835,7,80973,7,70513,8,79936,5","152,9973.639605263174,485367,19534.223451738544"
New-Order,1816.0245643755602,"8,3,177,0,28692,8,25302,9,51732,7,40965,9,55700,3,40836,1,40141,9,36494,4,22742,2,55062,1,32782,1,32438,7","152,9973.639605263174,485367,19534.223451738544"
New-Order,13417.226525367838,"15,7,2559,0,9662,4,13786,5,12670,5,9674,8,1926,8,10190,1,11171,7,12749,3,9630,5","152,10214.910460526331,485366,19534.187030158646"
Payment,3959.9603999999995,,"150,10316.535600000014,485366,19534.187030158646"
Payment,928.2438000000001,,"153,9914.948235294134,485367,19534.223451738544"
Payment,364.0707,,"154,9863.137987013002,485367,19534.223451738544"
New-Order,1043.6322917882399,"15,4,675,0,96340,3,72785,5,77220,7,68338,2,82770,7,79686,6,63826,5,71766,3,97238,8,97342,7,63398,9,89814,1","155,9807.176193548403,485367,19534.223451738544"
Delivery,18953.347499999996,"1,0,0","155,9950.220516129046,485369,19534.155392948418"
Payment,11587.333500000002,,"155,9950.220516129046,485369,19534.155392948418"
New-Order,1929.0599996191995,"15,8,193,0,40726,3,45045,4,22918,9,57171,9,51922,2,47074,9,52182,9,49072,7,47109,9","157,9861.904458598741,485367,19534.223451738544"
New-Order,3711.916148263679,"15,7,1645,0,31633,9,55314,10,20977,1,31766,8,40848,9,39190,4,49115,5,21078,4,57350,10,25482,6,25365,6,37672,3,56070,10,32150,6","153,9914.948235294134,485367,19534.223451738544"
New-Order,91.05304980680998,"13,1,703,0,60938,3,80846,1,71247,1,84556,2,93782,1","154,10011.913701298714,485370,19534.11607307823"
Payment,16825.8384,,"155,9955.976064516142,485370,19534.11607307823"
Delivery,16043.317500000001,"4,0,0","156,9858.63602564104,485371,19534.10530035783"
Payment,19189.280700000003,,"155,9886.923483870982,485371,19534.10530035783"
New-Order,1302.6048583744002,"1,6,7,0,72742,8,78917,10,72691,8,96501,5,97318,1,76882,6,71234,9,68581,8,72582,5,71752,3,99408,5,87829,9,71923,6,84526,10","155,9955.976064516142,485370,19534.11607307823"
Order-Status,1369.3500000000001,"1,1,0,OUGHTPRIEING","156,9585.950000000015,485373,19534.11641531354"
